Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
Phrynosoma cornutum,reptilia,squamata,phrynosomatidae,1,0,7,9.15,0.0575,0,0,0,,42,25.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Varanus bengalensis,reptilia,squamata,varanidae,0,0,22,118,7,0,0,0,1,211,20,,0,0,1,0,0,0,0,0,0,1,0,0,1
Chrysemys picta,reptilia,testudines,emydidae,1,0,25,16,0.4,1,0,0,1,76,9.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Glyptemys insculpta,reptilia,testudines,emydidae,0,1,49,17,1,0,0,4,,58,11.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Terrapene carolina carolina,reptilia,testudines,emydidae,0,1,62.5,14,,1,0,0,,60,5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Vipera berus,reptilia,squamata,viperidae,0,0,12.5,75,0.115,0,0,1,1,105,11.5,,0,0,1,1,0,0,0,0,0,0,0,1,0
Nerodia erythrogaster,reptilia,squamata,colubridae,1,0,11.5,99,0.401,0,0,1,1,165,16,,0,0,0,0,0,0,0,0,0,0,0,1,0
Gloydius blomhoffii,reptilia,squamata,viperidae,1,0,14,63,,0,0,1,,,7.5,,0,0,1,0,0,0,0,0,0,0,0,1,0
Corallus hortulanus,reptilia,squamata,boidae,1,0,17.5,150,,0,1,1,,210,12,,0,0,0,0,0,0,0,0,0,0,0,0,1
Pantherophis guttatus,reptilia,squamata,colubridae,1,0,14.5,121.5,,0,1,1,,70,18,,0,0,0,0,0,0,0,0,0,0,0,1,0
Basiliscus basiliscus,reptilia,squamata,corytophanidae,1,0,4.5,76,0.1645,0,0,0,1,90,15,,0,0,0,0,0,0,0,0,0,0,0,0,1
Naja kaouthia,reptilia,squamata,elapidae,0,0,16.5,100,,0,0,1,,64,24.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
Bungarus multicinctus,reptilia,squamata,elapidae,0,0,11,100,,0,1,1,,30,11.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
Charina bottae,reptilia,squamata,boidae,1,0,18.5,61,,0,1,1,,150,9,,0,0,0,0,0,0,0,0,0,0,0,1,0
Pseudechis porphyriacus,reptilia,squamata,elapidae,,0,,100,,0,0,1,1,98,24,,0,0,0,0,1,0,0,0,0,0,0,1,1
Opheodrys aestivus,reptilia,squamata,colubridae,1,0,6.5,116,,0,0,0,1,59.5,8,,0,0,0,0,0,0,0,0,0,0,0,1,1
Acanthophis antarcticus,reptilia,squamata,elapidae,0,0,9,85,,0,1,1,,,11.5,,0,0,0,0,1,0,0,0,0,0,0,1,1
Thamnophis saurita,reptilia,squamata,colubridae,1,0,10.5,65,,0,0,1,1,,15.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Macrochelys temminckii,reptilia,testudines,chelydridae,,1,45,58,44,0,1,0,1,120,30,,0,0,0,0,0,0,0,0,0,0,0,1,0
Notechis scutatus,reptilia,squamata,elapidae,,0,12.5,100,,0,0,1,,,25,,0,0,0,0,1,0,0,0,0,0,0,1,1
Pantherophis obsoletus,reptilia,squamata,colubridae,1,0,12.5,144.5,1,0,0,1,,67.5,16,,0,0,0,0,0,0,0,0,0,0,0,1,0
Eunectes notaeus,reptilia,squamata,boidae,,0,19,350,30,0,1,1,,180,43,,0,0,0,0,0,0,0,0,0,0,0,0,1
Vipera ammodytes,reptilia,squamata,viperidae,0,0,22,90,,0,1,1,,,10.5,,0,0,1,1,0,0,0,0,0,0,0,1,0
Crotalus atrox,reptilia,squamata,viperidae,1,0,17.5,,1.5,0,1,1,,195,17.5,,0,0,0,0,0,0,0,0,0,1,0,1,1
Diadophis punctatus,reptilia,squamata,colubridae,1,0,13,31.5,,1,1,1,1,,6.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Trachemys scripta elegans,reptilia,testudines,emydidae,1,0,30,17.5,,1,0,0,,85.5,16,,0,0,0,0,0,0,0,0,0,0,0,1,0
Python bivittatus,reptilia,squamata,pythonidae,0,1,22.5,500,90,0,1,1,,70,24,,0,0,1,0,0,0,0,0,0,0,0,1,1
Anolis carolinensis,reptilia,squamata,dactyloidae,1,0,5,21,0.005,0,0,0,1,37.5,5.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Hemachatus haemachatus,reptilia,squamata,elapidae,1,0,22.5,100,8,0,1,1,,165,27.5,,1,0,0,0,0,0,0,0,0,0,0,1,1
Varanus giganteus,reptilia,squamata,varanidae,1,0,17.5,150,17.5,0,0,0,,315,9,,0,0,0,0,1,0,0,0,0,0,0,0,1
Pseudechis australis,reptilia,squamata,elapidae,0,0,25,200,4.5,0,1,1,,85,11.5,,0,0,0,0,1,0,0,0,0,0,0,0,1
Thamnophis radix,reptilia,squamata,colubridae,1,0,8,0,,0,1,1,1,92.5,32.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Varanus exanthematicus,reptilia,squamata,varanidae,,0,10.5,130,35.5,0,0,1,,165,30,,1,0,0,0,0,0,0,0,0,0,0,0,1
Crotalus viridis,reptilia,squamata,viperidae,1,0,20,125.5,,0,1,1,,,13,,0,0,0,0,0,0,0,0,0,0,0,1,0
Vipera aspis,reptilia,squamata,viperidae,0,0,17.5,72.5,,0,0,1,,105,8.5,,0,0,0,1,0,0,0,0,0,0,0,1,0
Python regius,reptilia,squamata,pythonidae,,0,17.5,113.5,2,0,1,1,,57.5,7,,1,0,0,0,0,0,0,0,0,0,0,0,1
Thamnophis sirtalis sirtalis,reptilia,squamata,colubridae,,0,10,56,0.453,0,1,1,1,75,25,,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotalus cerastes,reptilia,squamata,viperidae,1,0,12.5,61.5,,0,1,1,1,135,11.5,8.5,0,0,0,0,0,0,0,0,0,1,0,0,0
Heloderma suspectum,reptilia,squamata,helodermatidae,0,0,25,,0.525,0,1,0,,270,7,,0,0,0,0,0,0,0,0,0,1,0,1,0
Sistrurus miliarius,reptilia,squamata,viperidae,1,0,16,50,,0,0,0,0,120,7,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0
Dispholidus typus,reptilia,squamata,colubridae,,0,8,130,0.3425,0,0,1,1,90,30,,1,0,0,0,0,0,0,0,0,0,0,0,1
Morelia spilota,reptilia,squamata,pythonidae,0,0,20,300,15,0,1,1,,40,30,,0,0,1,0,1,0,0,0,0,0,0,1,1
Trioceros jacksonii ,reptilia,squamata,chamaeleonidae,1,0,10,26.5,1,0,0,0,,165,19,,1,0,0,0,0,0,0,0,0,0,0,0,1
Laticauda colubrina,reptilia,squamata,elapidae,1,0,,43.8,0.3005,1,1,1,1,,10,,0,0,1,0,1,0,0,0,0,0,0,0,1
Heterodon nasicus,reptilia,squamata,colubridae,1,0,14.5,44.5,,0,0,1,1,60,13.5,,0,0,0,0,0,0,0,0,0,1,0,1,0
Lampropeltis triangulum,reptilia,squamata,colubridae,1,0,16.5,96,0.1315,0,1,1,1,60,13.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Malayopython reticulatus,reptilia,squamata,pythonidae,,0,26,350,38,0,1,1,1,88,47.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
Gekko gecko,reptilia,squamata,gekkonidae,,0,15,27.5,0.275,0,1,0,,120,1.5,,0,0,1,0,1,0,0,0,0,0,0,0,1
Boiga irregularis,reptilia,squamata,colubridae,1,0,12.5,,,0,1,1,,90,8,,0,0,1,0,1,0,0,0,0,0,0,0,1
Crotalus molossus,reptilia,squamata,viperidae,1,0,17.5,91.5,,0,1,1,0,,8,1.5,0,0,0,0,0,0,0,0,0,1,0,1,1
Agkistrodon contortrix ,reptilia,squamata,viperidae,1,0,22,72.5,0.1585,1,1,1,1,180,5.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotalus oreganus,reptilia,squamata,viperidae,1,0,17.5,100,,0,1,1,,,13,,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotalus horridus,reptilia,squamata,viperidae,0,0,33.5,121.5,0.2505,0,1,1,1,135,10.5,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0
Drymarchon couperi,reptilia,squamata,colubridae,0,0,21,150,2,0,0,1,1,90,12,,0,0,0,0,0,0,0,0,0,0,0,1,0
Heloderma horridum,reptilia,squamata,helodermatidae,0,0,22,74,0.8,0,1,1,,195,16,,0,0,0,0,0,0,0,0,0,0,0,1,1
Crotalus adamanteus,reptilia,squamata,viperidae,0,0,17.5,100,2.5,0,0,1,1,195,14,15,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis elapsoides,reptilia,squamata,colubridae,1,0,22,45,,0,1,1,1,52.5,7,,0,0,0,0,0,0,0,0,0,0,0,1,0
Pantherophis spiloides,reptilia,squamata,colubridae,,0,25,141,,0,1,,,,16,,0,0,0,0,0,0,0,0,0,0,0,1,0
Zamenis longissimus,reptilia,squamata,colubridae,,0,27.5,135,,0,0,1,,56,10,,0,0,1,1,0,0,0,0,0,0,0,1,0
Zootoca vivipara,reptilia,squamata,lacertidae,,0,5.5,12,,0,0,0,1,90,6.5,,0,0,1,1,0,0,0,0,0,0,0,1,0
Lampropholis guichenoti,reptilia,squamata,scincidae,,0,2.5,9,,0,1,0,,,6,,0,0,0,0,1,0,0,0,0,0,0,1,1
Pseudemys alabamensis,reptilia,testudines,emydidae,,1,,22.5,,0,0,2,,76.5,6.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Natrix natrix,reptilia,squamata,colubridae,,0,20,,0.24,0,0,1,,70,24,,1,0,1,1,0,0,0,0,1,0,0,1,0
Micrurus fulvius,reptilia,squamata,elapidae,1,0,7,,,0,0,1,,65,7.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Emydoidea blandingii,reptilia,testudines,emydidae,0,1,75,20.5,,0,0,4,1,104,11,,0,0,0,0,0,0,0,0,0,0,0,1,0
Pantherophis alleghaniensis,reptilia,squamata,colubridae,,0,34,135,,0,1,1,,60,16,,0,0,0,0,0,0,0,0,0,0,0,1,0
Heterodon platirhinos,reptilia,squamata,colubridae,1,0,12,71,,0,0,1,1,60,24,,0,0,0,0,0,0,0,0,0,0,0,1,0
Masticophis flagellum,reptilia,squamata,colubridae,1,0,16.5,155,0.4275,0,0,1,,290.5,13,,0,0,0,0,0,0,0,0,0,1,0,1,1
Pituophis catenifer,reptilia,squamata,colubridae,1,0,22.5,152,,0,0,1,1,70,13,,0,0,0,0,0,0,0,0,0,1,0,1,1
Anguis fragilis,reptilia,squamata,anguidae,1,0,42,50,0.06,0,1,1,1,120,11.5,,0,0,1,1,0,0,0,0,0,0,0,1,0
Sistrurus catenatus,reptilia,squamata,viperidae,,0,18,67.5,0.35,0,0,1,,90,12.5,,0,0,0,0,0,0,0,0,0,1,0,1,1
Storeria dekayi,reptilia,squamata,colubridae,1,0,7,39.5,,0,1,0,1,,17,17,0,0,0,0,0,0,0,0,0,0,0,1,1
Lachesis muta,reptilia,squamata,viperidae,,1,18,250,4,0,0,1,,69.5,12,,0,0,0,0,0,0,0,0,0,0,0,0,1
Cyclura lewisi,reptilia,squamata,iguanidae,2,1,30,100,14,0,0,2,,77.5,11,,1,1,1,1,1,1,1,1,0,0,0,0,1
Pituophis melanoleucus,reptilia,squamata,colubridae,0,0,7.5,125,2.5,0,0,1,,71.5,13.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Naja philippinensis,reptilia,squamata,elapidae,0,0,20,100,,0,1,1,,80,15,,0,0,1,0,0,0,0,0,0,0,0,0,1
Sceloporus olivaceus,reptilia,squamata,phrynosomatidae,1,0,7,23.5,,0,0,0,,60,10.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Farancia abacura,reptilia,squamata,colubridae,1,0,19,100,,0,1,1,1,,57.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Phelsuma laticauda,reptilia,squamata,gekkonidae,1,0,10,18.5,,1,0,0,,42.5,10,,1,0,0,0,0,0,0,0,0,0,0,0,1
Trimeresurus stejnegeri,reptilia,squamata,viperidae,1,0,,75,,0,1,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1
Simalia amethistina,reptilia,squamata,pythonidae,1,0,20,300,10,0,1,1,,,13,,0,0,0,0,1,0,0,0,0,0,0,0,1
Ctenosaura similis,reptilia,squamata,iguanidae,1,0,4,50,,1,0,2,,90,30,,0,0,0,0,0,0,0,0,0,0,0,0,1
Pseudopus apodus,reptilia,squamata,anguidae,1,0,50,135,,0,0,1,,50,8,,0,0,1,1,0,0,0,0,0,0,0,1,1
Eryx jayakari,reptilia,squamata,boidae,1,0,25,38,,0,1,1,,66,5.5,,0,0,1,0,0,0,0,0,0,1,0,0,1
Varanus salvadorii ,reptilia,squamata,varanidae,,0,16,150,20,0,0,0,1,195,8,,0,0,0,0,1,0,0,0,0,0,0,0,1
Eryx johnii ,reptilia,squamata,boidae,,0,17,61,,0,0,1,,,14,,0,0,1,0,0,0,0,0,0,0,0,0,1
Dipsosaurus dorsalis,reptilia,squamata,iguanidae,,0,10.5,61,0.069,0,0,2,1,,5.5,,0,0,0,0,0,0,0,0,0,1,0,0,1
Oxybelis fulgidus,reptilia,squamata,colubridae,1,0,12,150,,0,0,1,,100,8,,0,0,0,0,0,0,0,0,0,0,0,0,1
Carettochelys insculpta,reptilia,testudines,carettochelyidae,0,1,27.5,70,,1,1,0,1,86,16.5,,0,0,0,0,1,0,0,0,0,0,0,0,1
Dendroaspis viridis,reptilia,squamata,elapidae,1,0,18,150,,0,1,1,,77,14,,1,0,0,0,0,0,0,0,0,0,0,0,1
Varanus varius,reptilia,squamata,varanidae,1,0,20,200,14,0,0,0,,195,10,,0,0,0,0,1,0,0,0,0,0,0,1,1
Trimeresurus albolabris,reptilia,squamata,viperidae,1,0,10,70.5,,0,1,1,,143,15,,0,0,1,0,0,0,0,0,0,0,0,0,1
Regina septemvittata,reptilia,squamata,colubridae,1,0,19,61,,0,0,1,1,105,12.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Trachemys scripta,reptilia,testudines,emydidae,1,0,35,19.5,0.003,1,0,0,1,75,13,,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis holbrooki,reptilia,squamata,colubridae,1,0,20,120,,0,1,1,,,14.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Plestiodon skiltonianus,reptilia,squamata,scincidae,1,0,10,15.5,,0,0,0,,,4,,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotaphytus collaris,reptilia,squamata,crotaphytidae,1,0,6.5,29,,0,0,0,,75,7,,0,0,0,0,0,0,0,0,0,0,0,1,1
Phrynosoma platyrhinos,reptilia,squamata,phrynosomatidae,1,0,6.5,9.5,,0,1,0,,55,9,,0,0,0,0,0,0,0,0,0,1,0,1,1
Bothrops atrox,reptilia,squamata,viperidae,,0,8,100,,0,1,1,,105,70,,0,0,0,0,0,0,0,0,0,0,0,0,1
Lacerta agilis,reptilia,squamata,lacertidae,0,0,6.5,16.5,0.0125,0,0,0,,52.5,10,,0,0,1,1,0,0,0,0,0,0,0,1,0
Boa imperator,reptilia,squamata,boidae,1,0,30,,6,0,1,1,1,110,37.5,,0,0,0,0,0,0,0,0,0,0,0,0,1
Terrapene carolina,reptilia,testudines,emydidae,0,1,138,13,,1,0,4,1,75,6,,0,0,0,0,0,0,0,0,0,0,0,1,1
Thamnophis marcianus,reptilia,squamata,colubridae,,0,8.5,76.5,0.0765,0,0,1,1,92.5,20.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Sternotherus odoratus,reptilia,testudines,kinosternidae,1,0,50,9.5,0.603,0,1,0,,125,5.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis calligaster,reptilia,squamata,colubridae,1,0,19,89,,0,1,1,,63,11.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Tetracheilostoma carlae,reptilia,squamata,leptotyphlopidae,,1,,10,,0,1,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1
Clemmys guttata,reptilia,testudines,emydidae,0,1,38,7.5,,0,0,0,,77,5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Nerodia taxispilota,reptilia,squamata,colubridae,1,0,6,114,,0,0,1,1,,35,,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis zonata,reptilia,squamata,colubridae,0,0,15,86.5,,0,0,1,,68.5,6,,0,0,0,0,0,0,0,0,0,0,0,1,0
Plestiodon laticeps,reptilia,squamata,scincidae,1,0,6,24,,0,0,0,1,,15,,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotalus durissus,reptilia,squamata,viperidae,,0,15,100,,0,0,1,,,9,,0,0,0,0,0,0,0,0,0,0,0,0,1
Nerodia fasciata,reptilia,squamata,colubridae,1,0,7.5,84,0.18,0,1,1,,79,29.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Elgaria coerulea,reptilia,squamata,anguidae,1,0,6.5,27,,1,0,0,,,8,,0,0,0,0,0,0,0,0,0,0,0,1,0
Podarcis muralis,reptilia,squamata,lacertidae,1,0,8.5,20,,0,0,0,,59.5,6.5,,0,0,1,1,0,0,0,0,0,0,0,1,0
Bothrops jararaca,reptilia,squamata,viperidae,,0,15,160,,0,1,1,1,270,12,,0,0,0,0,0,0,0,0,0,0,0,0,1
Coronella austriaca,reptilia,squamata,colubridae,0,0,30,67.5,,0,0,1,,,9.5,,0,0,1,1,0,0,0,0,0,0,0,1,0
Podarcis siculus ,reptilia,squamata,lacertidae,2,0,,9,,0,0,1,,42,6.5,,0,0,0,1,0,0,0,0,0,0,0,1,0
Thamnophis elegans,reptilia,squamata,colubridae,1,0,7,75,0.15,0,0,1,1,,10,,0,0,0,0,0,0,0,0,0,0,0,1,0
Glyptemys muhlenbergii,reptilia,testudines,emydidae,,1,35,9.5,0.11,1,0,0,,61,3.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Graptemys geographica,reptilia,testudines,emydidae,1,0,17.5,18.5,0.076,0,0,1,,60,13,,0,0,0,0,0,0,0,0,0,0,0,1,0
Protobothrops flavoviridis,reptilia,squamata,viperidae,0,0,,180,,0,1,1,,38.5,9.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
Eolophus roseicapilla,aves,psittaciformes,cacatuidae,2,0,40,35,0.31,1,0,2,0,28,3.5,49,0,0,0,0,1,0,0,0,0,1,0,1,1
Turdus merula,aves,passeriformes,turdidae,2,0,11.5,26,0.1025,1,0,0,0,13,3.5,31.5,1,0,1,1,1,0,0,0,1,1,0,1,0
Alopochen aegyptiacus,aves,anseriformes,anatidae,0,0,20,68,2.5,1,0,2,0,29,8,120,1,0,1,1,0,0,0,0,0,1,0,1,1
Grus antigone,aves,gruiformes,gruidae,0,1,35,,6.5,1,0,0,0,32.5,2,92.5,0,0,1,0,1,0,0,0,0,0,0,1,1
Cyanopsitta spixii,aves,psittaciformes,psittacidae,,1,33,56,0.303,1,0,2,0,26.5,4.5,150,0,0,0,0,0,0,0,0,0,1,0,0,1
Spilopelia chinensis,aves,columbiformes,columbidae,2,0,8,30,0.16,1,0,2,0,15,1.5,14,1,0,1,0,1,0,0,0,0,0,0,1,1
Gyps fulvus,aves,accipitriformes,accipitridae,2,0,41,107.5,8.5,0,0,0,0,56,1,120,1,0,1,1,0,0,0,0,1,1,0,1,0
Corvus splendens,aves,passeriformes,corvidae,1,0,6,43,0.3,1,0,0,0,16,4,24.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Ara macao,aves,psittaciformes,psittacidae,0,0,45,81,1,1,0,2,0,24.5,3,547.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Aptenodytes forsteri,aves,sphenisciformes,spheniscidae,,0,20,82.5,33.5,1,1,1,0,63,1,150,0,1,0,0,0,0,0,0,0,0,1,0,0
Leucogeranus leucogeranus,aves,gruiformes,gruidae,0,1,22.5,121,6,1,0,0,0,29,2,72.5,0,0,1,0,0,0,0,0,1,0,1,0,0
Grus paradisea,aves,gruiformes,gruidae,1,1,25,,4.5,1,0,0,0,31.5,2,120,1,0,0,0,0,0,0,0,0,1,0,1,0
Haliaeetus leucocephalus,aves,accipitriformes,accipitridae,2,0,32,86,4.5,0,0,1,0,35,2,135,0,0,1,1,0,0,0,0,1,1,1,1,0
Cacatua alba,aves,psittaciformes,cacatuidae,0,1,35,46,0.6,1,0,2,0,30,2.5,105,0,0,1,0,0,0,0,0,0,0,0,0,1
Ardea cinerea,aves,pelecaniformes,ardeidae,,0,17.5,,1.5,0,0,1,0,25.5,5.5,50,1,0,1,1,1,0,0,0,1,0,0,1,1
Eudyptula minor,aves,sphenisciformes,spheniscidae,1,0,15,,2,1,1,1,0,35.5,1.5,67.5,0,0,0,0,1,0,0,0,0,0,0,1,0
Cygnus atratus,aves,anseriformes,anatidae,1,0,40,126,6,1,0,2,0,41.5,5.5,270,0,0,0,0,1,0,0,0,0,1,0,1,1
Cacatua sulphurea,aves,psittaciformes,cacatuidae,0,1,,33,0.344,1,0,2,0,28,2,75,0,0,1,0,0,0,0,0,0,0,0,1,1
Pinguinus impennis,aves,charadriiformes,alcidae,,1,22.5,,6.5,1,0,1,0,41.5,1,17.5,0,0,0,1,0,0,0,0,1,0,1,0,0
Anodorhynchus hyacinthinus,aves,psittaciformes,psittacidae,0,1,50,100,1,1,0,2,0,30,1.5,180,0,0,0,0,0,0,0,0,0,0,0,0,1
Corvus albus,aves,passeriformes,corvidae,1,0,13,49,0.52,1,0,0,0,18.5,4.5,40,1,0,1,0,0,0,0,0,0,1,0,1,1
Ara ararauna,aves,psittaciformes,psittacidae,0,0,55,,0.4505,1,0,2,0,26,2.5,90,0,0,0,0,0,0,0,0,0,0,0,0,1
Alcedo atthis,aves,coraciiformes,alcedinidae,,0,14,16.5,0.0375,0,0,1,0,20,6.5,23.5,1,0,1,1,1,0,0,0,1,1,0,1,1
Phoenicopterus ruber,aves,phoenicopteriformes,phoenicopteridae,2,0,45,,,1,0,,0,29,1,72.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Nymphicus hollandicus,aves,psittaciformes,cacatuidae,1,0,23,32.5,0.09,1,0,2,0,21,5.5,31.5,0,0,0,0,1,0,0,0,0,0,0,0,0
Aquila chrysaetos,aves,accipitriformes,accipitridae,1,0,39,84,4,0,0,1,0,43,2.5,141,1,0,1,1,0,0,0,0,1,1,0,1,0
Lophochroa leadbeateri,aves,psittaciformes,cacatuidae,1,0,70,37.5,0.375,1,0,2,0,26.5,3.5,105,0,0,0,0,1,0,0,0,0,1,0,0,0
Callocephalon fimbriatum,aves,psittaciformes,cacatuidae,2,0,50,34.5,0.305,1,0,2,0,27,2,91,0,0,0,0,1,0,0,0,0,0,0,1,0
Sialia sialis,aves,passeriformes,turdidae,2,0,8,18.5,0.0305,1,0,0,0,13,4,60,0,0,0,0,0,0,0,0,1,1,0,1,1
Paroaria coronata,aves,passeriformes,thraupidae,1,0,15,19,0.0325,1,0,0,0,,3.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Ardea alba,aves,pelecaniformes,ardeidae,,0,18.5,92,0.3505,1,0,1,0,23.5,3.5,45.5,1,1,1,1,1,0,0,0,1,1,0,1,1
Grus japonensis,aves,gruiformes,gruidae,0,1,50,125.5,7,1,0,0,0,31.5,2,70,0,0,1,0,0,0,0,0,1,0,0,1,0
Sialia currucoides,aves,passeriformes,turdidae,2,0,7.5,17.5,0.0305,1,0,3,0,13.5,6,59.5,0,0,0,0,0,0,0,0,1,1,1,1,0
Balearica regulorum,aves,gruiformes,gruidae,0,1,23.5,190,3.5,1,0,0,0,55,2.5,78,1,0,0,0,0,0,0,0,0,1,0,1,1
Gyps africanus,aves,accipitriformes,accipitridae,0,1,19,88,5.5,1,0,0,0,56,1,120,1,0,0,0,0,0,0,0,0,1,0,1,1
Dromaius novaehollandiae,aves,casuariiformes,casuariidae,1,0,12.5,152.5,39,0,0,0,1,56,10,345,0,0,0,0,1,0,0,0,0,1,0,1,1
Buteo jamaicensis,aves,accipitriformes,accipitridae,2,0,20,55,0.3455,0,0,1,0,30,3,44,0,0,0,0,1,0,0,0,1,0,0,1,1
Phoenicoparrus andinus,aves,phoenicopteriformes,phoenicopteridae,1,1,50,,0.004,1,0,0,0,29,1,240,0,0,0,0,0,0,0,0,0,1,1,1,0
Geopelia cuneata,aves,columbiformes,columbidae,1,0,10,21.5,0.045,1,0,2,,13.5,2,14,0,0,0,0,1,0,0,0,0,1,0,1,1
Probosciger aterrimus,aves,psittaciformes,cacatuidae,0,0,50,57.5,0.4555,1,0,2,0,31.5,1,149,0,0,1,0,1,0,0,0,0,0,0,0,1
Diomedea exulans,aves,procellariiformes,diomedeidae,0,1,,121,8.5,1,1,1,0,78,1,270,1,1,1,1,1,0,0,0,1,0,0,1,0
Gallicolumba luzonica,aves,columbiformes,columbidae,0,0,20,30,0.184,1,0,0,0,16,2,75,0,0,1,0,0,0,0,0,0,0,0,0,1
Aix galericulata,aves,anseriformes,anatidae,0,0,7.5,45,0.5605,1,0,0,0,29,10.5,42.5,0,0,1,1,0,0,0,0,1,0,0,1,0
Buteo buteo,aves,accipitriformes,accipitridae,1,0,25,49,0.214,1,0,1,0,35.5,3,105,1,0,1,1,0,0,0,0,1,1,0,1,1
Merops orientalis,aves,coraciiformes,meropidae,2,0,15,17,0.0175,1,0,3,0,20,6,26.5,0,0,1,1,0,0,0,0,0,1,0,1,1
Cacatua galerita,aves,psittaciformes,cacatuidae,0,0,70,49.5,0.8,1,0,2,0,28.5,2.5,70,0,0,1,0,1,0,0,0,0,1,0,1,1
Amazona ochrocephala,aves,psittaciformes,psittacidae,0,0,70,35.5,0.483,1,0,2,0,25.5,3,60,0,0,0,0,0,0,0,0,0,0,0,0,1
Phoenicopterus roseus,aves,phoenicopteriformes,phoenicopteridae,2,0,50,,3,1,0,0,0,29,1.5,77.5,1,0,1,1,1,0,0,0,0,1,0,1,1
Ceyx azureus,aves,coraciiformes,alcedinidae,0,0,10,18,0.035,0,0,1,0,21,6,30,0,0,1,0,1,0,0,0,0,0,0,0,0
Megaceryle alcyon,aves,coraciiformes,alcedinidae,1,0,10,31.5,0.1455,0,0,1,0,23,6.5,31,0,0,0,0,1,0,0,0,1,1,0,1,1
Cicinnurus respublica,aves,passeriformes,paradisaeidae,0,0,17.5,21,0.0595,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1
Ardea herodias,aves,pelecaniformes,ardeidae,2,0,19,114,2,1,0,1,0,28,5,63,1,0,0,1,1,0,0,0,1,1,0,1,0
Aix sponsa,aves,anseriformes,anatidae,2,0,9,50.5,0.658,1,0,0,0,30,10.5,63,0,0,0,1,0,0,0,0,1,0,0,1,0
Gyps himalayensis,aves,accipitriformes,accipitridae,1,0,27.5,112.5,10,1,0,0,0,50,1,195,0,0,1,0,0,0,0,0,1,1,1,0,0
Cygnus olor,aves,anseriformes,anatidae,2,0,29.5,150,9.5,1,0,2,0,37,8.5,365,0,0,1,1,0,0,0,0,1,0,0,1,0
Columba livia,aves,columbiformes,columbidae,0,0,20.5,33,0.309,1,0,2,0,17.5,2,28,1,0,1,1,1,0,0,0,1,1,0,1,0
Zenaida macroura,aves,columbiformes,columbidae,2,0,10,29,0.133,1,0,2,0,14.5,2,30,0,0,0,1,0,0,0,0,1,1,0,1,0
Torgos tracheliotos,aves,accipitriformes,accipitridae,0,1,40,105,6.5,0,0,0,0,52.5,1,130,1,0,1,0,0,0,0,0,0,1,0,1,1
Pelecanus onocrotalus,aves,pelecaniformes,pelecanidae,,0,51,160,10,1,0,1,0,31,2,80,1,0,1,1,0,0,0,0,0,1,0,1,1
