Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
Antilocapra americana,mammalia,artiodactyla,antilocapridae,1.0,0.0,11.0,100.0,49.5,0,1,2.0,1.0,250.0,,365.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Eudorcas thomsonii,mammalia,artiodactyla,bovidae,0.0,0.0,15.0,100.0,25.0,1,0,2.0,1.0,180.0,1.0,195.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Potorous tridactylus,mammalia,diprotodontia,potoroidae,0.0,0.0,8.5,36.0,0.5,0,1,0.0,1.0,38.0,1.0,165.0,0,0,0,0,1,0,0,0,0,0,0,1,1
Catopuma badia,mammalia,carnivora,felidae,0.0,1.0,13.5,58.0,3.5,0,1,1.0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1
Rattus rattus,mammalia,rodentia,muridae,1.0,0.0,2.5,15.0,0.225,1,1,0.0,1.0,25.0,8.5,24.5,1,0,1,1,1,0,0,0,1,1,0,1,1
Mungos mungo,mammalia,carnivora,herpestidae,1.0,0.0,12.0,37.5,1.5,1,0,3.0,1.0,60.0,4.0,90.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Theropithecus gelada,mammalia,primates,cercopithecidae,0.0,0.0,30.0,62.5,14.5,1,0,2.0,1.0,165.0,,,1,0,0,0,0,0,0,0,0,1,0,1,1
Castor fiber,mammalia,rodentia,castoridae,2.0,0.0,17.5,90.0,20.5,1,1,2.0,0.0,94.0,2.0,42.0,0,0,1,1,0,0,0,0,1,0,0,0,0
Cheirogaleus medius,mammalia,primates,cheirogaleidae,0.0,0.0,22.5,2.15,0.195,1,1,2.0,0.0,61.0,2.5,,1,0,0,0,0,0,0,0,0,1,0,1,1
Pardofelis marmorata,mammalia,carnivora,felidae,0.0,0.0,12.0,53.5,3.5,0,1,1.0,1.0,81.0,2.5,59.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Cercopithecus roloway,mammalia,primates,cercopithecidae,0.0,1.0,25.0,47.5,5.5,1,0,0.0,,165.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
Chinchilla chinchilla,mammalia,rodentia,chinchillidae,0.0,1.0,14.0,30.5,0.652,1,1,2.0,0.0,128.0,1.5,42.0,0,0,0,0,0,0,0,0,0,1,1,1,0
Leontopithecus chrysopygus,mammalia,primates,callitrichidae,0.0,1.0,19.0,26.5,0.615,1,0,0.0,0.0,128.5,3.0,,0,0,0,0,0,0,0,0,0,0,0,1,1
Dromiciops gliroides,mammalia,microbiotheria,microbiotheriidae,0.0,0.0,26.0,10.5,0.029,0,1,3.0,0.0,24.5,2.5,150.0,0,0,0,0,0,0,0,0,1,0,0,1,0
Acrobates pygmaeus,mammalia,diprotodontia,acrobatidae,1.0,0.0,5.5,7.0,0.012,1,1,0.0,1.0,82.5,3.5,100.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Stenella coeruleoalba,mammalia,artiodactyla,delphinidae,,0.0,57.5,200.0,155.0,1,0,1.0,1.0,375.0,1.0,480.0,1,0,1,1,1,0,0,0,1,0,0,1,1
Histriophoca fasciata,mammalia,carnivora,phocidae,,0.0,25.0,100.0,95.0,0,0,1.0,1.0,330.0,1.0,35.0,0,0,1,0,0,0,0,0,1,0,0,1,0
Gorilla beringei,mammalia,primates,hominidae,0.0,1.0,45.0,,147.5,1,0,2.0,1.0,240.0,1.0,1095.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Dicerorhinus sumatrensis,mammalia,perissodactyla,rhinocerotidae,0.0,1.0,37.5,250.0,250.5,0,1,2.0,1.0,420.0,1.0,912.5,0,0,1,0,0,0,0,0,0,0,0,0,1
Melursus ursinus,mammalia,carnivora,ursidae,0.0,1.0,40.0,100.0,100.0,0,1,0.0,,210.0,1.5,900.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Martes flavigula,mammalia,carnivora,mustelidae,0.0,0.0,16.0,60.95,3.0,1,0,0.0,,255.0,3.5,,0,0,1,0,0,0,0,0,0,0,0,1,1
Trachypithecus geei,mammalia,primates,cercopithecidae,0.0,1.0,,62.5,10.5,1,0,2.0,,180.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
Vormela peregusna,mammalia,carnivora,mustelidae,0.0,1.0,8.0,32.0,0.505,0,0,1.0,,285.0,6.0,64.5,0,0,1,1,0,0,0,0,0,0,0,1,0
Delphinapterus leucas,mammalia,artiodactyla,monodontidae,,0.0,40.0,400.0,350.5,1,0,1.0,1.0,420.0,1.0,547.5,0,0,1,1,0,0,0,0,1,0,1,0,0
Thylogale billardierii,mammalia,diprotodontia,macropodidae,1.0,0.0,5.5,100.0,8.0,0,1,2.0,1.0,30.0,1.0,240.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Trichechus inunguis,mammalia,sirenia,trichechidae,0.0,1.0,21.0,300.0,450.0,1,1,2.0,1.0,1.0,1.0,540.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pteropus scapulatus,mammalia,chiroptera,pteropodidae,,0.0,22.5,25.0,0.45,1,1,2.0,1.0,150.0,1.0,135.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Papio ursinus,mammalia,primates,cercopithecidae,1.0,0.0,40.0,82.5,28.5,1,0,0.0,1.0,180.0,1.0,300.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Alouatta caraya,mammalia,primates,atelidae,0.0,0.0,17.5,46.5,7.0,1,0,2.0,1.0,187.0,1.0,360.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dactylopsila trivirgata,mammalia,diprotodontia,petauridae,0.0,0.0,7.0,26.3,0.4075,0,1,3.0,,,1.5,,0,0,1,0,1,0,0,0,0,0,0,0,1
Otospermophilus variegatus,mammalia,rodentia,sciuridae,1.0,0.0,2.5,53.0,0.725,1,0,0.0,1.0,30.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,1,0
Prolemur simus,mammalia,primates,lemuridae,0.0,1.0,17.0,42.5,2.0,1,0,2.0,1.0,145.5,1.0,240.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Ateles geoffroyi,mammalia,primates,atelidae,0.0,1.0,33.0,46.5,7.5,1,0,2.0,,210.0,1.0,365.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lepilemur septentrionalis,mammalia,primates,lepilemuridae,0.0,1.0,11.5,28.0,0.75,1,0,2.0,1.0,135.0,1.0,365.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hypsiprymnodon moschatus,mammalia,diprotodontia,hypsiprymnodontidae,1.0,0.0,4.0,27.5,0.506,0,0,3.0,,19.0,2.0,147.0,0,0,0,0,1,0,0,0,0,0,0,0,1
Connochaetes taurinus,mammalia,artiodactyla,bovidae,1.0,0.0,22.0,205.0,275.0,1,0,2.0,1.0,240.0,1.0,270.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Alouatta palliata,mammalia,primates,atelidae,,0.0,22.5,57.8,6.0,1,0,2.0,1.0,180.0,1.0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Hystrix indica,mammalia,rodentia,hystricidae,1.0,0.0,20.0,80.0,14.5,0,1,2.0,0.0,240.0,3.0,112.0,0,0,1,0,0,0,0,0,0,1,0,1,1
Bos frontalis,mammalia,artiodactyla,bovidae,,,,,,1,0,2.0,,280.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
Cebuella pygmaea,mammalia,primates,callitrichidae,0.0,0.0,14.5,13.5,0.1125,1,0,0.0,0.0,120.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phoca vitulina,mammalia,carnivora,phocidae,,0.0,27.5,100.0,111.5,0,0,1.0,1.0,300.0,,35.0,0,0,1,1,0,0,0,0,1,0,0,1,0
Gazella bennettii,mammalia,artiodactyla,bovidae,0.0,0.0,13.5,35.0,24.0,0,1,2.0,,150.0,1.0,210.0,0,0,1,0,0,0,0,0,0,1,0,0,1
Macaca radiata,mammalia,primates,cercopithecidae,0.0,0.0,27.5,45.0,6.0,1,0,0.0,1.0,168.0,1.0,365.0,0,0,1,0,0,0,0,0,0,1,0,0,1
Orcaella heinsohni,mammalia,artiodactyla,delphinidae,,0.0,24.0,200.0,123.5,1,0,1.0,0.0,420.0,1.0,730.0,0,0,0,0,1,0,0,0,0,0,0,0,1
Microcebus murinus,mammalia,primates,cheirogaleidae,0.0,0.0,9.0,13.0,0.055,1,1,3.0,1.0,60.0,2.0,60.0,1,0,0,0,0,0,0,0,0,1,0,0,1
Lobodon carcinophaga,mammalia,carnivora,phocidae,,0.0,40.0,200.0,220.0,1,1,1.0,0.0,,1.0,24.5,1,1,0,0,1,0,0,0,1,0,1,0,0
Varecia variegata,mammalia,primates,lemuridae,0.0,1.0,25.5,110.0,3.5,1,0,2.0,0.0,96.0,2.5,180.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Propithecus candidus,mammalia,primates,indriidae,0.0,1.0,23.0,51.0,5.5,1,0,2.0,1.0,180.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,1,1
Chlorocebus pygerythrus,mammalia,primates,cercopithecidae,1.0,0.0,18.0,45.0,5.5,1,0,0.0,1.0,165.0,1.0,365.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Reithrodontomys raviventris,mammalia,rodentia,cricetidae,0.0,1.0,15.0,15.0,0.015,0,1,2.0,,22.5,4.0,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ochotona princeps,mammalia,lagomorpha,ochotonidae,0.0,0.0,5.0,18.9,0.1485,1,0,2.0,0.0,30.0,4.0,30.0,0,0,0,0,0,0,0,0,1,1,1,1,0
Bos grunniens,mammalia,artiodactyla,bovidae,,,25.0,,405.0,1,0,2.0,1.0,263.5,1.0,365.0,0,0,1,0,0,0,0,0,1,0,0,1,0
Arctocephalus pusillus,mammalia,carnivora,otariidae,2.0,0.0,20.0,175.0,205.0,1,0,1.0,1.0,360.0,1.0,360.0,1,0,0,0,1,0,0,0,0,0,0,1,0
Lepus europaeus,mammalia,lagomorpha,leporidae,0.0,0.0,12.0,67.5,4.0,0,1,2.0,1.0,41.5,4.5,28.0,0,0,1,1,0,0,0,0,0,0,0,1,0
Lagenorhynchus obscurus,mammalia,artiodactyla,delphinidae,,,21.5,150.0,77.5,1,1,1.0,1.0,330.0,1.0,1095.0,1,1,0,0,1,0,0,0,1,0,0,1,0
Blarina brevicauda,mammalia,eulipotyphla,soricidae,1.0,0.0,2.0,12.4,0.0225,0,1,1.0,,22.5,7.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dasypus novemcinctus,mammalia,cingulata,dasypodidae,1.0,0.0,7.5,48.0,4.0,0,1,0.0,1.0,120.0,4.0,60.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Tarsius pumilus,mammalia,primates,tarsiidae,,,16.0,10.0,0.057,1,1,3.0,,178.0,1.0,42.0,0,0,1,0,0,0,0,0,0,0,0,1,1
Genus Mirounga,mammalia,carnivora,phocidae,,0.0,22.0,450.0,2500.0,1,0,1.0,1.0,,1.0,23.5,1,1,1,0,1,0,0,0,1,0,1,1,0
Cercopithecus neglectus,mammalia,primates,cercopithecidae,,0.0,26.0,51.5,5.5,1,0,0.0,1.0,165.0,1.0,365.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Vulpes corsac,mammalia,carnivora,canidae,,0.0,11.0,55.0,2.0,1,1,0.0,0.0,56.0,4.0,,0,0,1,0,0,0,0,0,0,0,0,1,0
Pithecia pithecia,mammalia,primates,pitheciidae,,0.0,25.5,35.5,1.5,1,0,2.0,0.0,158.0,1.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phocoena phocoena,mammalia,artiodactyla,phocoenidae,,0.0,20.0,100.0,68.5,1,0,1.0,1.0,315.0,1.0,570.0,1,0,1,1,0,0,0,0,1,0,0,0,0
Pan troglodytes,mammalia,primates,hominidae,0.0,1.0,55.0,78.5,46.0,1,0,0.0,1.0,240.0,1.0,1825.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Tamandua tetradactyla,mammalia,pilosa,myrmecophagidae,,0.0,12.5,61.0,4.5,0,1,3.0,,140.0,1.0,365.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Cercartetus concinnus,mammalia,diprotodontia,burramyidae,1.0,0.0,2.0,6.0,0.0145,0,1,0.0,1.0,25.0,5.0,50.0,0,0,0,0,1,0,0,0,0,1,0,1,0
Zalophus californianus,mammalia,carnivora,otariidae,2.0,0.0,23.5,150.0,225.0,1,0,1.0,1.0,330.0,1.0,330.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Perameles nasuta,mammalia,peramelemorphia,peramelidae,,0.0,5.0,51.0,0.8015,0,1,0.0,1.0,12.5,3.0,60.0,0,0,0,0,1,0,0,0,0,1,0,1,0
Cercopithecus mitis,mammalia,primates,cercopithecidae,0.0,0.0,25.0,57.5,5.0,1,0,2.0,1.0,150.0,1.0,180.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Sciurus lis,mammalia,rodentia,sciuridae,1.0,0.0,13.0,19.0,0.28,0,0,2.0,,39.5,4.0,62.0,0,0,1,0,0,0,0,0,0,0,0,1,0
Hydrictis maculicollis,mammalia,carnivora,mustelidae,0.0,0.0,20.0,66.5,4.5,0,1,1.0,1.0,60.0,2.5,98.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Eumetopias jubatus,mammalia,carnivora,otariidae,2.0,0.0,25.0,250.0,120.5,1,1,1.0,1.0,360.0,1.0,730.0,0,0,1,0,0,0,0,0,1,0,0,1,0
Dipodomys ingens,mammalia,rodentia,heteromyidae,0.0,1.0,7.0,32.5,0.154,0,1,2.0,1.0,30.0,3.5,20.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Microtus agrestis,mammalia,rodentia,cricetidae,1.0,0.0,18.0,11.4,0.0355,0,0,2.0,,21.0,5.0,21.0,0,0,1,1,0,0,0,0,1,0,1,1,0
Dasyprocta leporina,mammalia,rodentia,dasyproctidae,1.0,0.0,17.5,56.0,4.5,1,0,0.0,0.0,112.0,2.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eulemur mongoz,mammalia,primates,lemuridae,0.0,1.0,22.0,38.0,2.5,1,1,2.0,0.0,128.0,1.0,135.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zalophus wollebaeki,mammalia,carnivora,otariidae,0.0,1.0,19.5,150.0,150.0,1,0,1.0,,330.0,1.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lutra lutra,mammalia,carnivora,mustelidae,0.0,0.0,22.0,76.0,9.5,0,1,1.0,,65.0,2.5,90.0,1,0,1,1,0,0,0,0,1,1,1,1,0
Castor canadensis,mammalia,rodentia,castoridae,1.0,0.0,15.0,82.0,21.5,1,1,2.0,0.0,90.0,4.5,52.0,0,0,1,1,0,0,0,0,1,1,1,1,0
Petaurus australis,mammalia,diprotodontia,petauridae,0.0,0.0,10.0,28.5,0.5725,1,1,2.0,0.0,,1.0,630.0,0,0,0,0,1,0,0,0,0,0,0,1,1
Macaca sylvanus,mammalia,primates,cercopithecidae,0.0,1.0,30.0,52.5,13.5,1,0,0.0,1.0,164.0,1.0,360.0,1,0,0,1,0,0,0,0,0,1,0,1,0
Psammomys obesus,mammalia,rodentia,muridae,1.0,0.0,9.0,15.75,0.1665,0,0,2.0,,24.0,4.0,21.0,1,0,1,0,0,0,0,0,0,1,0,1,0
Indri indri,mammalia,primates,indriidae,0.0,1.0,18.5,68.0,7.5,1,0,2.0,0.0,135.0,,240.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Nanger dama,mammalia,artiodactyla,bovidae,0.0,1.0,15.5,154.0,55.0,1,0,2.0,1.0,180.0,1.0,180.0,1,0,0,0,0,0,0,0,0,1,0,0,1
Orcinus orca,mammalia,artiodactyla,delphinidae,,,65.0,750.0,4500.0,1,0,1.0,1.0,495.0,1.0,730.0,1,1,1,1,1,0,0,0,1,0,1,1,1
Stenella frontalis,mammalia,artiodactyla,delphinidae,,,35.0,150.0,135.0,1,1,1.0,1.0,345.0,1.0,1095.0,1,0,0,1,0,0,0,0,0,0,0,1,1
Urocitellus richardsonii,mammalia,rodentia,sciuridae,1.0,0.0,3.0,30.0,0.325,1,0,0.0,1.0,22.0,10.0,,0,0,0,0,0,0,0,0,1,0,0,1,0
Dendrolagus matschiei,mammalia,diprotodontia,macropodidae,0.0,1.0,17.0,66.0,9.0,0,1,2.0,1.0,42.0,1.0,350.0,0,0,0,0,1,0,0,0,0,0,0,0,1
Tapirus bairdii,mammalia,perissodactyla,tapiridae,0.0,1.0,,150.0,275.0,0,1,2.0,0.0,395.0,1.0,547.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Napaeozapus insignis,mammalia,rodentia,dipodidae,1.0,0.0,3.0,23.05,0.026,0,1,0.0,,29.0,4.5,34.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Callithrix jacchus,mammalia,primates,callitrichidae,1.0,0.0,13.0,,0.246,1,0,2.0,1.0,146.0,2.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1
Budorcas taxicolor,mammalia,artiodactyla,bovidae,0.0,1.0,18.0,190.0,300.0,1,0,2.0,,240.0,1.0,,0,0,1,0,0,0,0,0,1,0,0,1,0
Arctocephalus gazella,mammalia,carnivora,otariidae,0.0,0.0,20.0,150.0,117.5,0,0,1.0,1.0,345.0,1.0,117.0,1,1,0,0,1,0,0,0,1,0,0,1,0
Loxodonta cyclotis,mammalia,proboscidea,elephantidae,,,67.5,,1500.0,1,1,2.0,1.0,630.0,1.0,2190.0,1,1,1,1,1,1,1,1,0,0,0,0,1
Macaca sinica,mammalia,primates,cercopithecidae,0.0,1.0,32.5,48.5,5.0,1,0,0.0,1.0,165.0,1.0,730.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Tragelaphus sylvaticus,mammalia,artiodactyla,bovidae,1.0,0.0,15.0,,62.5,0,1,2.0,,210.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,1
Aplodontia rufa,mammalia,rodentia,aplodontiidae,1.0,0.0,8.0,40.0,0.7,0,1,2.0,,49.0,2.5,,0,0,0,0,0,0,0,0,1,0,0,1,0
Halichoerus grypus,mammalia,carnivora,phocidae,2.0,0.0,30.0,200.0,205.0,1,0,1.0,1.0,330.0,1.0,21.0,0,0,1,1,0,0,0,0,1,0,0,1,0
Rattus fuscipes,mammalia,rodentia,muridae,1.0,0.0,3.0,16.5,,0,1,0.0,,23.0,4.5,22.5,0,0,0,0,1,0,0,0,0,0,0,1,1
Lycalopex culpaeus,mammalia,carnivora,canidae,1.0,0.0,11.0,113.5,9.0,0,1,0.0,,57.5,3.5,,0,0,0,0,0,0,0,0,0,1,0,1,1
Otaria flavescens,mammalia,carnivora,otariidae,1.0,0.0,23.0,150.0,250.0,1,0,1.0,1.0,345.0,1.0,270.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Cynomys ludovicianus,mammalia,rodentia,sciuridae,0.0,0.0,6.5,39.5,0.5,1,0,2.0,1.0,35.5,4.5,63.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Aepyceros melampus,mammalia,artiodactyla,bovidae,1.0,0.0,15.0,140.0,58.0,1,0,2.0,1.0,197.0,1.0,135.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Parantechinus apicalis,mammalia,dasyuromorphia,dasyuridae,0.0,1.0,2.5,13.0,0.07,0,0,1.0,1.0,48.5,8.0,105.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Xerus inauris,mammalia,rodentia,sciuridae,1.0,0.0,11.0,45.0,0.536,1,0,0.0,1.0,45.5,2.0,52.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ovis aries,mammalia,artiodactyla,bovidae,,,15.0,150.0,102.5,1,0,2.0,1.0,150.0,1.5,,1,1,1,1,1,1,1,1,1,1,0,1,1
Megaptera novaeangliae,mammalia,artiodactyla,balaenopteridae,2.0,0.0,77.0,1450.0,27500.0,1,0,1.0,1.0,330.0,1.0,365.0,1,1,1,1,1,0,0,0,1,0,0,1,1
Potamochoerus larvatus,mammalia,artiodactyla,suidae,1.0,0.0,20.0,,102.5,1,1,4.0,1.0,120.0,3.5,180.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Vombatus ursinus,mammalia,diprotodontia,vombatidae,1.0,0.0,17.5,90.0,27.5,0,1,2.0,1.0,25.0,1.0,570.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Phacochoerus africanus,mammalia,artiodactyla,suidae,0.0,0.0,15.0,50.0,97.5,1,0,4.0,1.0,165.0,5.0,180.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sus barbatus,mammalia,artiodactyla,suidae,0.0,1.0,14.5,137.0,95.5,1,1,4.0,,105.0,7.5,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Thylogale stigmatica,mammalia,diprotodontia,macropodidae,0.0,0.0,9.0,46.5,4.5,0,0,2.0,1.0,29.0,1.0,231.0,0,0,1,0,1,0,0,0,0,0,0,1,1
Morelia viridis,reptilia,squamata,pythonidae,1.0,0.0,16.0,150.0,1.35,0,1,1.0,,50.0,15.5,,0,0,1,0,1,0,0,0,0,0,0,0,1
Petrogale xanthopus,mammalia,diprotodontia,macropodidae,,0.0,15.0,,10.0,1,1,2.0,1.0,31.5,1.0,202.5,0,0,0,0,1,0,0,0,0,1,0,0,0
Dendrolagus pulcherrimus,mammalia,diprotodontia,macropodidae,1.0,1.0,10.0,,6.5,0,0,2.0,,,,,0,0,1,0,1,0,0,0,0,0,0,0,1
Lepus insularis,mammalia,lagomorpha,leporidae,,0.0,3.0,57.0,,0,1,2.0,1.0,42.0,3.5,,0,0,0,0,0,0,0,0,0,1,0,0,0
Lepus capensis,mammalia,lagomorpha,leporidae,0.0,0.0,3.0,55.75,4.5,0,1,2.0,,42.0,2.0,30.0,1,0,1,0,0,0,0,0,0,1,0,1,0
Cebus albifrons,mammalia,primates,cebidae,0.0,0.0,27.5,40.0,2.5,1,0,0.0,1.0,155.0,1.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,1
Macaca nigra,mammalia,primates,cercopithecidae,0.0,1.0,19.0,52.0,6.5,1,0,2.0,1.0,150.0,1.0,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Glis glis,mammalia,rodentia,gliridae,,0.0,12.0,16.5,0.135,0,1,2.0,1.0,25.5,4.5,30.0,0,0,1,1,0,0,0,0,0,0,0,1,0
Petaurus gracilis,mammalia,diprotodontia,petauridae,0.0,1.0,5.5,25.5,0.405,0,1,2.0,0.0,,1.5,135.0,0,0,0,0,1,0,0,0,0,0,0,1,1
Balaenoptera physalus,mammalia,artiodactyla,balaenopteridae,,1.0,85.0,1500.0,4000.0,1,0,1.0,0.0,330.0,1.0,210.0,1,1,1,1,1,0,0,0,1,0,1,1,1
Bubalus depressicornis,mammalia,artiodactyla,bovidae,0.0,1.0,25.0,180.0,225.0,0,0,2.0,,285.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
Eulemur macaco,mammalia,primates,lemuridae,0.0,1.0,22.5,42.0,2.0,1,0,2.0,1.0,125.0,1.5,165.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Petrogale concinna,mammalia,diprotodontia,macropodidae,0.0,1.0,17.0,33.75,1.4,0,1,2.0,,30.0,1.0,175.0,0,0,0,0,1,0,0,0,0,0,0,0,1
Octodon degus,mammalia,rodentia,octodontidae,,0.0,5.5,28.0,0.285,1,0,2.0,1.0,90.0,5.0,31.5,0,0,0,0,0,0,0,0,0,1,0,1,0
Propithecus verreauxi,mammalia,primates,indriidae,0.0,1.0,20.5,43.5,3.0,1,0,2.0,1.0,135.5,1.0,180.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Ommatophoca rossii,mammalia,carnivora,phocidae,,0.0,21.0,150.0,172.5,0,0,1.0,,270.0,1.0,35.0,0,1,0,0,1,0,0,0,1,0,1,0,0
Tapirus pinchaque,mammalia,perissodactyla,tapiridae,0.0,1.0,28.0,100.0,198.0,1,0,2.0,1.0,390.0,1.0,365.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eupetaurus cinereus,mammalia,rodentia,sciuridae,,1.0,9.5,52.5,,0,1,2.0,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0
Blastocerus dichotomus,mammalia,artiodactyla,cervidae,0.0,1.0,10.0,176.5,102.5,0,0,2.0,,271.0,1.5,150.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helarctos malayanus,mammalia,carnivora,ursidae,0.0,1.0,30.0,135.0,53.5,0,1,0.0,,134.5,1.5,730.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hylobates moloch,mammalia,primates,hylobatidae,0.0,1.0,35.0,54.5,6.0,1,0,2.0,0.0,225.0,1.0,2920.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Genus Nomascus,mammalia,primates,hylobatidae,0.0,,30.0,,8.5,1,0,2.0,0.0,210.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,1,1
Eulemur coronatus,mammalia,primates,lemuridae,0.0,1.0,28.0,33.5,2.0,1,0,2.0,1.0,125.0,1.5,165.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Erythrocebus patas,mammalia,primates,cercopithecidae,0.0,0.0,19.5,74.0,11.5,1,0,0.0,1.0,150.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,1
Pseudorca crassidens,mammalia,artiodactyla,delphinidae,,,60.0,550.0,1000.0,1,1,1.0,1.0,465.0,1.0,630.0,1,0,1,1,1,0,0,0,0,0,0,1,1
Tarsius spectrum,mammalia,primates,tarsiidae,0.0,1.0,13.5,11.5,0.116,1,1,0.0,0.0,180.0,1.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Stenella attenuata,mammalia,artiodactyla,delphinidae,,0.0,45.0,150.0,120.0,1,1,1.0,,330.0,1.0,547.5,1,0,1,0,1,0,0,0,0,0,0,1,1
Varecia rubra,mammalia,primates,lemuridae,0.0,1.0,17.5,53.0,3.0,1,0,2.0,1.0,96.5,6.0,120.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sapajus apella,mammalia,primates,cebidae,0.0,0.0,35.0,44.5,2.5,1,0,0.0,1.0,155.0,1.0,270.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Macropus parma,mammalia,diprotodontia,macropodidae,,0.0,10.5,0.0,4.0,0,1,2.0,1.0,35.0,1.0,300.0,0,0,0,0,1,0,0,0,0,0,0,1,1
Propithecus diadema,mammalia,primates,indriidae,0.0,1.0,25.0,50.0,6.0,1,0,2.0,1.0,180.0,1.5,730.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Bos javanicus,mammalia,artiodactyla,bovidae,0.0,1.0,21.0,250.0,650.0,1,1,2.0,1.0,270.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
Petauroides volans,mammalia,diprotodontia,pseudocheiridae,0.0,1.0,15.0,41.0,0.3005,0,1,2.0,1.0,,1.0,270.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Sigmodon hispidus,mammalia,rodentia,cricetidae,2.0,0.0,5.5,29.45,0.1625,0,1,2.0,1.0,27.0,6.0,21.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rusa timorensis,mammalia,artiodactyla,cervidae,0.0,1.0,17.5,163.5,117.0,1,1,2.0,1.0,240.0,1.5,210.0,0,0,1,0,0,0,0,0,0,0,0,0,1
